ts(s),tx(m),ty(m),tz(m),qx,qy,qz,qw
33.533333,0.132450,0.068620,0.045030,-0.035649,0.656951,0.751984,-0.040806
33.566667,0.132440,0.068660,0.045020,-0.035657,0.657749,0.751290,-0.040728
33.600000,0.132440,0.068660,0.045020,-0.035657,0.657749,0.751290,-0.040728
33.633333,0.132440,0.068730,0.044960,-0.035353,0.658930,0.750294,-0.040255
33.666667,0.132450,0.068740,0.044910,-0.035062,0.659687,0.749664,-0.039844
33.700000,0.132440,0.068800,0.044880,-0.035081,0.660060,0.749336,-0.039826
33.733333,0.132430,0.068830,0.044870,-0.035101,0.660432,0.749008,-0.039809
33.766667,0.132420,0.068870,0.044870,-0.035101,0.660432,0.749008,-0.039809
33.800000,0.132410,0.068890,0.044870,-0.035101,0.660432,0.749008,-0.039809
33.833333,0.132400,0.068940,0.044870,-0.035121,0.660804,0.748680,-0.039792
33.866667,0.132400,0.068960,0.044880,-0.035101,0.660432,0.749008,-0.039809
33.900000,0.132400,0.068980,0.044880,-0.034769,0.660444,0.749032,-0.039433
33.933333,0.132390,0.069000,0.044890,-0.035101,0.660432,0.749008,-0.039809
33.966667,0.132380,0.069020,0.044890,-0.035101,0.660432,0.749008,-0.039809
34.000000,0.132340,0.069180,0.044880,-0.035101,0.660432,0.749008,-0.039809
34.033333,0.132320,0.069290,0.044850,-0.035108,0.661224,0.748313,-0.039732
34.066667,0.132300,0.069370,0.044830,-0.035161,0.661548,0.748023,-0.039757
34.100000,0.132280,0.069440,0.044820,-0.035180,0.661920,0.747693,-0.039739
34.133333,0.132270,0.069480,0.044810,-0.035167,0.662338,0.747327,-0.039680
34.166667,0.132260,0.069470,0.044790,-0.034874,0.663094,0.746692,-0.039270
34.200000,0.132270,0.069470,0.044780,-0.034176,0.663165,0.746702,-0.038481
34.233333,0.132270,0.069450,0.044760,-0.034227,0.663491,0.746409,-0.038505
34.266667,0.132280,0.069450,0.044710,-0.033881,0.663919,0.746065,-0.038073
34.300000,0.132280,0.069460,0.044700,-0.033881,0.663919,0.746065,-0.038073
34.333333,0.132290,0.069470,0.044680,-0.033567,0.664303,0.745758,-0.037683
34.366667,0.132290,0.069490,0.044670,-0.033567,0.664303,0.745758,-0.037683
34.400000,0.132280,0.069530,0.044650,-0.033919,0.664661,0.745405,-0.038039
34.433333,0.132270,0.069580,0.044640,-0.033604,0.665044,0.745097,-0.037649
34.466667,0.132230,0.069780,0.044650,-0.033623,0.665415,0.744766,-0.037632
34.500000,0.132220,0.069890,0.044650,-0.033308,0.665798,0.744457,-0.037243
34.533333,0.132210,0.070020,0.044670,-0.033276,0.665841,0.744422,-0.037203
34.566667,0.132200,0.070160,0.044690,-0.033326,0.666169,0.744125,-0.037226
34.600000,0.132210,0.070470,0.044670,-0.033016,0.667334,0.743117,-0.036765
34.633333,0.132220,0.070620,0.044670,-0.033016,0.667334,0.743117,-0.036765
34.666667,0.132230,0.070760,0.044660,-0.032717,0.668086,0.742474,-0.036360
34.700000,0.132260,0.070860,0.044640,-0.032387,0.668878,0.741797,-0.035918
34.733333,0.132380,0.071060,0.044630,-0.031132,0.670774,0.740212,-0.034354
34.766667,0.132450,0.071160,0.044600,-0.030127,0.671585,0.739571,-0.033176
34.800000,0.132500,0.071260,0.044580,-0.029839,0.672702,0.738585,-0.032761
34.833333,0.132530,0.071380,0.044560,-0.029196,0.673462,0.737952,-0.031992
34.866667,0.132520,0.071560,0.044540,-0.028525,0.674256,0.737287,-0.031191
34.900000,0.132520,0.071620,0.044550,-0.028202,0.674635,0.736969,-0.030808
34.933333,0.132520,0.071680,0.044550,-0.027853,0.675047,0.736622,-0.030393
34.966667,0.132520,0.071720,0.044570,-0.027864,0.674646,0.736987,-0.030439
35.000000,0.132530,0.071750,0.044580,-0.027541,0.675025,0.736668,-0.030056
35.033333,0.132530,0.071790,0.044600,-0.027879,0.675014,0.736650,-0.030425
35.066667,0.132540,0.071820,0.044620,-0.027526,0.674657,0.737004,-0.030070
35.100000,0.132540,0.071860,0.044620,-0.027526,0.674657,0.737004,-0.030070
35.133333,0.132550,0.071900,0.044610,-0.027202,0.675036,0.736685,-0.029687
35.166667,0.132560,0.071930,0.044600,-0.027188,0.674668,0.737022,-0.029700
35.200000,0.132570,0.071940,0.044590,-0.026838,0.675080,0.736674,-0.029287
35.233333,0.132580,0.071940,0.044590,-0.026864,0.675047,0.736702,-0.029318
35.266667,0.132580,0.071950,0.044590,-0.026838,0.675080,0.736674,-0.029287
35.300000,0.132580,0.071960,0.044590,-0.026864,0.675047,0.736702,-0.029318
35.333333,0.132540,0.072060,0.044630,-0.026838,0.675080,0.736674,-0.029287
35.366667,0.132520,0.072110,0.044650,-0.026849,0.674679,0.737039,-0.029331
35.400000,0.132490,0.072140,0.044660,-0.027188,0.674668,0.737022,-0.029700
35.433333,0.132480,0.072140,0.044680,-0.027511,0.674290,0.737341,-0.030083
35.466667,0.132490,0.072080,0.044670,-0.027511,0.674290,0.737341,-0.030083
35.500000,0.132640,0.071540,0.044630,-0.027128,0.673197,0.738367,-0.029754
35.533333,0.132780,0.070990,0.044610,-0.026464,0.672814,0.738767,-0.029058
35.566667,0.132910,0.070340,0.044600,-0.026058,0.671755,0.739759,-0.028696
35.600000,0.133020,0.069550,0.044620,-0.025328,0.670299,0.741130,-0.028005
35.633333,0.133170,0.067860,0.044660,-0.024235,0.667331,0.743877,-0.027014
35.666667,0.133240,0.066980,0.044720,-0.023485,0.665125,0.745898,-0.026337
35.700000,0.133310,0.066080,0.044760,-0.022749,0.662498,0.748277,-0.025694
35.733333,0.133400,0.065180,0.044770,-0.021683,0.659868,0.750664,-0.024666
35.766667,0.133500,0.064210,0.044770,-0.021273,0.656839,0.753336,-0.024399
35.800000,0.133810,0.061920,0.044630,-0.020467,0.650314,0.759014,-0.023888
35.833333,0.134010,0.060690,0.044590,-0.020040,0.646497,0.762287,-0.023629
35.866667,0.134290,0.059290,0.044570,-0.019627,0.643045,0.765220,-0.023356
35.900000,0.135020,0.056360,0.044540,-0.018819,0.635207,0.771774,-0.022865
35.933333,0.135490,0.054820,0.044440,-0.018095,0.631266,0.775037,-0.022216
35.966667,0.136000,0.053270,0.044260,-0.017065,0.627692,0.777987,-0.021151
36.000000,0.136500,0.051810,0.044040,-0.016682,0.624095,0.780891,-0.020873
36.033333,0.136500,0.051810,0.044040,-0.016682,0.624095,0.780891,-0.020873
36.066667,0.137350,0.049360,0.043480,-0.015300,0.618109,0.785703,-0.019448
36.100000,0.137850,0.047530,0.043020,-0.014574,0.612468,0.790137,-0.018802
36.133333,0.137930,0.046930,0.042850,-0.014545,0.609968,0.792068,-0.018887
36.166667,0.137930,0.046930,0.042850,-0.014545,0.609968,0.792068,-0.018887
36.200000,0.137930,0.046930,0.042850,-0.014545,0.609968,0.792068,-0.018887
36.233333,0.138010,0.045100,0.042580,-0.013143,0.599238,0.800271,-0.017552
36.266667,0.138000,0.044830,0.042550,-0.013106,0.596316,0.802449,-0.017637
36.300000,0.138040,0.044580,0.042470,-0.012764,0.594276,0.803974,-0.017268
36.333333,0.138120,0.044200,0.042320,-0.012434,0.592114,0.805580,-0.016916
36.366667,0.138260,0.043680,0.042090,-0.011792,0.590455,0.806823,-0.016113
36.400000,0.138920,0.041710,0.041560,-0.010820,0.585721,0.810302,-0.014969
36.433333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.466667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.500000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.533333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.566667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.600000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.633333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.666667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.700000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.733333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.766667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.800000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.833333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.866667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.900000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.933333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
36.966667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.000000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.033333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.066667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.100000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.133333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.166667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.200000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.233333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.266667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.300000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.333333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.366667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.400000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.433333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.466667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.500000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.533333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.566667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.600000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.633333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.666667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.700000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.733333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.766667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.800000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.833333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.866667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.900000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.933333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
37.966667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.000000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.033333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.066667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.100000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.133333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.166667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.200000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.233333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.266667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.300000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.333333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.366667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.400000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.433333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.466667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.500000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.533333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.566667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.600000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.633333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.666667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.700000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.733333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.766667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.800000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.833333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.866667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.900000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.933333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
38.966667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.000000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.033333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.066667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.100000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.133333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.166667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.200000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.233333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.266667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.300000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.333333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.366667,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.400000,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.433333,0.139420,0.040420,0.041250,-0.010177,0.583667,0.811806,-0.014155
39.466667,0.126570,0.039730,0.035560,-0.004907,0.577230,0.816537,-0.006941
39.500000,0.126550,0.039900,0.035600,-0.005519,0.577751,0.816157,-0.007797
39.533333,0.126460,0.040320,0.035710,-0.006746,0.577749,0.816131,-0.009529
39.566667,0.126330,0.041100,0.035900,-0.008602,0.578903,0.815261,-0.012114
39.600000,0.126230,0.041570,0.036010,-0.009843,0.579671,0.814673,-0.013833
39.633333,0.126130,0.042100,0.036140,-0.010763,0.580188,0.814271,-0.015106
39.666667,0.126030,0.042550,0.036260,-0.011990,0.580703,0.813853,-0.016804
39.700000,0.125950,0.042950,0.036380,-0.013236,0.581470,0.813249,-0.018513
39.733333,0.125700,0.043820,0.036690,-0.015706,0.581846,0.812851,-0.021941
39.766667,0.125570,0.044220,0.036850,-0.016639,0.582228,0.812524,-0.023221
39.800000,0.125570,0.044220,0.036850,-0.016639,0.582228,0.812524,-0.023221
39.833333,0.125250,0.045040,0.037160,-0.019726,0.582599,0.812055,-0.027496
39.866667,0.124940,0.045900,0.037460,-0.021892,0.582972,0.811625,-0.030479
39.900000,0.124810,0.046300,0.037570,-0.023156,0.583219,0.811345,-0.032214
39.933333,0.124670,0.046810,0.037700,-0.024079,0.583213,0.811271,-0.033495
39.966667,0.124520,0.047310,0.037820,-0.025002,0.583207,0.811194,-0.034775
40.000000,0.124160,0.048420,0.038110,-0.027808,0.583442,0.810758,-0.038642
40.033333,0.123910,0.049060,0.038300,-0.029364,0.583815,0.810331,-0.040757
40.066667,0.123670,0.049530,0.038440,-0.030921,0.584187,0.809896,-0.042868
40.100000,0.123420,0.049950,0.038590,-0.032171,0.584561,0.809487,-0.044550
40.133333,0.122970,0.050570,0.038690,-0.035311,0.585684,0.808302,-0.048732
40.166667,0.122800,0.050750,0.038700,-0.036594,0.585928,0.807962,-0.050461
40.200000,0.122690,0.050940,0.038730,-0.037841,0.586809,0.807164,-0.052051
40.233333,0.122630,0.051100,0.038720,-0.038839,0.587951,0.806206,-0.053257
40.266667,0.122580,0.051250,0.038740,-0.040122,0.588704,0.805484,-0.054896
40.300000,0.122420,0.051630,0.038730,-0.042686,0.590712,0.803657,-0.058073
40.333333,0.122320,0.051840,0.038700,-0.043694,0.591849,0.802679,-0.059259
40.366667,0.122180,0.052080,0.038650,-0.045323,0.592975,0.801606,-0.061269
40.400000,0.122080,0.052260,0.038570,-0.046329,0.594612,0.800251,-0.062351
40.433333,0.121970,0.052440,0.038340,-0.048037,0.597882,0.797573,-0.064081
40.466667,0.121940,0.052430,0.038180,-0.048460,0.599905,0.796009,-0.064301
40.500000,0.121910,0.052390,0.038030,-0.049183,0.602411,0.794027,-0.064828
40.533333,0.121910,0.052370,0.037870,-0.049640,0.604808,0.792159,-0.065016
40.566667,0.121900,0.052330,0.037720,-0.049754,0.606828,0.790621,-0.064823
40.600000,0.121890,0.052290,0.037480,-0.050269,0.611816,0.786750,-0.064643
40.633333,0.121870,0.052290,0.037360,-0.050056,0.614313,0.784872,-0.063953
40.666667,0.121820,0.052290,0.037230,-0.050482,0.616304,0.783265,-0.064157
40.700000,0.121760,0.052290,0.037060,-0.051016,0.618961,0.781114,-0.064381
40.733333,0.121670,0.052180,0.036700,-0.052190,0.622915,0.777822,-0.065168
40.766667,0.121700,0.052070,0.036490,-0.052288,0.625370,0.775868,-0.064871
40.800000,0.121780,0.051950,0.036280,-0.052113,0.627745,0.774010,-0.064256
40.833333,0.121870,0.051860,0.036100,-0.052209,0.630183,0.772044,-0.063962
40.866667,0.122090,0.051650,0.035690,-0.051162,0.635013,0.768315,-0.061902
40.900000,0.122140,0.051550,0.035530,-0.050625,0.637005,0.766778,-0.060939
40.933333,0.122160,0.051450,0.035430,-0.050700,0.638587,0.765469,-0.060773
40.966667,0.122180,0.051360,0.035350,-0.050158,0.640572,0.763920,-0.059816
41.000000,0.122180,0.051290,0.035300,-0.050276,0.642079,0.762654,-0.059717
41.033333,0.122210,0.051250,0.035250,-0.050744,0.645206,0.759975,-0.059770
41.066667,0.122260,0.051200,0.035190,-0.051187,0.646692,0.758659,-0.060049
41.100000,0.122320,0.051140,0.035130,-0.051554,0.647864,0.757615,-0.060287
41.133333,0.122400,0.051070,0.035070,-0.051288,0.648630,0.757011,-0.059858
41.166667,0.122480,0.050960,0.034990,-0.051330,0.649814,0.756003,-0.059718
41.200000,0.122660,0.050650,0.034820,-0.050450,0.651794,0.754460,-0.058397
41.233333,0.122730,0.050520,0.034710,-0.049865,0.653379,0.753196,-0.057483
41.266667,0.122800,0.050440,0.034630,-0.048921,0.654605,0.752289,-0.056221
41.300000,0.122840,0.050420,0.034580,-0.048275,0.655439,0.751668,-0.055363
41.333333,0.122860,0.050420,0.034540,-0.048056,0.656946,0.750399,-0.054892
41.366667,0.122870,0.050490,0.034540,-0.046855,0.659298,0.748532,-0.053197
41.400000,0.122850,0.050490,0.034520,-0.046890,0.660463,0.747511,-0.053070
41.433333,0.122810,0.050510,0.034520,-0.046638,0.661594,0.746558,-0.052628
41.466667,0.122780,0.050560,0.034510,-0.046316,0.662401,0.745895,-0.052154
41.500000,0.122750,0.050590,0.034470,-0.045687,0.663593,0.744934,-0.051287
41.533333,0.122750,0.050590,0.034480,-0.045756,0.663918,0.744638,-0.051319
41.566667,0.122770,0.050580,0.034460,-0.045074,0.664367,0.744335,-0.050499
41.600000,0.122770,0.050560,0.034470,-0.045091,0.663952,0.744699,-0.050575
41.633333,0.122770,0.050550,0.034480,-0.045049,0.663997,0.744665,-0.050522
41.666667,0.122770,0.050550,0.034480,-0.045049,0.663997,0.744665,-0.050522
41.700000,0.122770,0.050550,0.034480,-0.045049,0.663997,0.744665,-0.050522
41.733333,0.122770,0.050550,0.034480,-0.045049,0.663997,0.744665,-0.050522
41.766667,0.122800,0.050410,0.034850,-0.043823,0.659916,0.748412,-0.049699
41.800000,0.122800,0.050410,0.034850,-0.043823,0.659916,0.748412,-0.049699
41.833333,0.122800,0.050460,0.035040,-0.043715,0.657632,0.750414,-0.049883
41.866667,0.122720,0.050590,0.035380,-0.043498,0.653044,0.754398,-0.050249
41.900000,0.122700,0.050630,0.035470,-0.043726,0.651533,0.755659,-0.050714
41.933333,0.122670,0.050700,0.035620,-0.043931,0.648401,0.758292,-0.051377
41.966667,0.122730,0.050640,0.035900,-0.044329,0.643360,0.762472,-0.052536
42.000000,0.122730,0.050630,0.036080,-0.044213,0.641032,0.764423,-0.052724
42.033333,0.122710,0.050660,0.036340,-0.044408,0.637859,0.767015,-0.053399
42.066667,0.122690,0.050710,0.036560,-0.044290,0.635517,0.768950,-0.053589
42.100000,0.122660,0.050780,0.037030,-0.043985,0.629221,0.774092,-0.054113
42.133333,0.122670,0.050820,0.037240,-0.043533,0.626027,0.776710,-0.054011
42.166667,0.122700,0.050780,0.037340,-0.043386,0.623278,0.778911,-0.054219
42.200000,0.122700,0.050780,0.037340,-0.043386,0.623278,0.778911,-0.054219
42.233333,0.122700,0.050780,0.037340,-0.043386,0.623278,0.778911,-0.054219
42.266667,0.122700,0.050780,0.037340,-0.043386,0.623278,0.778911,-0.054219
42.300000,0.122700,0.050780,0.037340,-0.043386,0.623278,0.778911,-0.054219
42.333333,0.122700,0.050780,0.037340,-0.043386,0.623278,0.778911,-0.054219
42.366667,0.122980,0.050720,0.038080,-0.041989,0.612349,0.787622,-0.054007
42.400000,0.123040,0.050790,0.038250,-0.041596,0.611210,0.788551,-0.053665
42.433333,0.123150,0.050880,0.038560,-0.040197,0.608461,0.790841,-0.052246
42.466667,0.123170,0.050950,0.038660,-0.039555,0.607606,0.791578,-0.051531
42.500000,0.123170,0.051110,0.038960,-0.039102,0.604825,0.793741,-0.051315
42.533333,0.123170,0.051170,0.039120,-0.038725,0.603191,0.795020,-0.051040
42.566667,0.123210,0.051210,0.039320,-0.038348,0.601554,0.796295,-0.050762
42.600000,0.123280,0.051190,0.039520,-0.037996,0.600298,0.797278,-0.050464
42.633333,0.123380,0.051180,0.039730,-0.037310,0.598661,0.798584,-0.049770
42.666667,0.123490,0.051160,0.039930,-0.037278,0.596895,0.799894,-0.049956
42.700000,0.123650,0.051170,0.040270,-0.036506,0.593211,0.802701,-0.049398
42.733333,0.123690,0.051220,0.040420,-0.036442,0.591553,0.803918,-0.049525
42.766667,0.123720,0.051270,0.040550,-0.036378,0.589893,0.805132,-0.049652
42.800000,0.123730,0.051340,0.040670,-0.036314,0.588232,0.806341,-0.049779
42.833333,0.123740,0.051430,0.040770,-0.036611,0.586824,0.807317,-0.050368
42.866667,0.123770,0.051500,0.040880,-0.036263,0.585546,0.808279,-0.050056
42.900000,0.123820,0.051610,0.041090,-0.036174,0.583494,0.809757,-0.050201
42.933333,0.123830,0.051640,0.041150,-0.036156,0.582595,0.810399,-0.050294
42.966667,0.123830,0.051700,0.041230,-0.036132,0.582210,0.810676,-0.050311
43.000000,0.123820,0.051940,0.041460,-0.035808,0.581312,0.811355,-0.049979
43.033333,0.123790,0.052170,0.041620,-0.036120,0.580792,0.811682,-0.050480
43.066667,0.123760,0.052440,0.041800,-0.035791,0.580409,0.811996,-0.050071
43.100000,0.123710,0.052770,0.042010,-0.035743,0.579640,0.812545,-0.050105
43.133333,0.123560,0.053480,0.042410,-0.036012,0.577829,0.813784,-0.050718
43.166667,0.123490,0.053860,0.042590,-0.035989,0.577444,0.814057,-0.050735
43.200000,0.123430,0.054220,0.042770,-0.035965,0.577059,0.814330,-0.050752
43.233333,0.123390,0.054560,0.042930,-0.035946,0.576153,0.814967,-0.050846
43.266667,0.123360,0.054830,0.043050,-0.036227,0.575766,0.815199,-0.051292
43.300000,0.123340,0.055090,0.043150,-0.036232,0.575243,0.815563,-0.051369
43.333333,0.123280,0.055550,0.043300,-0.036512,0.574857,0.815795,-0.051816
43.366667,0.123260,0.055760,0.043370,-0.036184,0.574474,0.816105,-0.051403
43.400000,0.123220,0.056010,0.043470,-0.036493,0.573948,0.816429,-0.051911
43.433333,0.123190,0.056280,0.043570,-0.036499,0.573423,0.816793,-0.051990
43.466667,0.123180,0.056520,0.043670,-0.036469,0.573564,0.816700,-0.051928
43.500000,0.123160,0.056970,0.043860,-0.036474,0.573039,0.817063,-0.052007
43.533333,0.123150,0.057210,0.043950,-0.036445,0.573179,0.816969,-0.051945
43.566667,0.123150,0.057380,0.044010,-0.036445,0.573179,0.816969,-0.051945
43.600000,0.123120,0.057740,0.044130,-0.036474,0.573039,0.817063,-0.052007
43.633333,0.123120,0.057880,0.044160,-0.036165,0.573565,0.816739,-0.051498
43.666667,0.123120,0.057970,0.044200,-0.036195,0.573425,0.816832,-0.051559
43.700000,0.123130,0.058180,0.044270,-0.036189,0.573950,0.816469,-0.051481
43.733333,0.123130,0.058180,0.044270,-0.036189,0.573950,0.816469,-0.051481
43.766667,0.123140,0.058370,0.044330,-0.036195,0.573425,0.816832,-0.051559
43.800000,0.123140,0.058370,0.044330,-0.036195,0.573425,0.816832,-0.051559
43.833333,0.123150,0.058480,0.044350,-0.036189,0.573950,0.816469,-0.051481
43.866667,0.123170,0.058490,0.044350,-0.035885,0.573952,0.816508,-0.051050
43.900000,0.123310,0.058160,0.044390,-0.034949,0.573572,0.816894,-0.049775
43.933333,0.123420,0.057840,0.044460,-0.034041,0.573051,0.817372,-0.048554
43.966667,0.123530,0.057470,0.044550,-0.033038,0.571515,0.818560,-0.047320
44.000000,0.123630,0.057050,0.044600,-0.032088,0.570221,0.819568,-0.046119
44.033333,0.123700,0.056650,0.044640,-0.031118,0.568539,0.820839,-0.044927
44.066667,0.123840,0.055720,0.044510,-0.029815,0.565020,0.823393,-0.043449
44.100000,0.123900,0.055210,0.044420,-0.029456,0.563331,0.824580,-0.043117
44.133333,0.124000,0.054730,0.044370,-0.029078,0.561256,0.826023,-0.042795
44.166667,0.124120,0.054270,0.044320,-0.029068,0.559256,0.827369,-0.043004
44.200000,0.124220,0.053920,0.044320,-0.028387,0.557717,0.828473,-0.042169
44.233333,0.124430,0.053330,0.044410,-0.027403,0.553623,0.831299,-0.041147
44.266667,0.124540,0.053110,0.044520,-0.026453,0.551374,0.832880,-0.039959
44.300000,0.124620,0.052960,0.044680,-0.025823,0.549507,0.834169,-0.039201
44.333333,0.124740,0.052670,0.045070,-0.024830,0.544993,0.837204,-0.038143
44.366667,0.124840,0.052530,0.045290,-0.024468,0.541792,0.839301,-0.037904
44.400000,0.124950,0.052390,0.045510,-0.023809,0.539141,0.841059,-0.037142
44.433333,0.125060,0.052220,0.045720,-0.023154,0.535925,0.843162,-0.036428
44.466667,0.125190,0.052110,0.045970,-0.022813,0.533087,0.844980,-0.036161
44.500000,0.125330,0.051860,0.046610,-0.021808,0.525483,0.849793,-0.035268
44.533333,0.125350,0.051840,0.046950,-0.021438,0.521860,0.852043,-0.035002
44.566667,0.125360,0.051750,0.047260,-0.020794,0.517454,0.854769,-0.034348
