ts(s),tx(m),ty(m),tz(m),qx,qy,qz,qw
22.133333,0.137090,0.051310,0.041410,-0.019677,0.629640,0.776259,-0.024259
22.166667,0.137130,0.051220,0.041840,-0.019563,0.624057,0.780751,-0.024475
22.200000,0.137100,0.051240,0.042120,-0.019490,0.620445,0.783622,-0.024615
22.233333,0.137020,0.051270,0.042400,-0.019745,0.617199,0.786157,-0.025151
22.266667,0.136870,0.051310,0.042770,-0.020606,0.613169,0.789238,-0.026523
22.300000,0.136570,0.051470,0.043580,-0.022037,0.605253,0.795201,-0.028953
22.333333,0.136570,0.051470,0.043580,-0.022037,0.605253,0.795201,-0.028953
22.366667,0.136330,0.051810,0.044190,-0.023748,0.597768,0.800686,-0.031809
22.400000,0.136290,0.052010,0.044310,-0.024339,0.595107,0.802607,-0.032825
22.433333,0.136290,0.052200,0.044380,-0.024580,0.592173,0.804743,-0.033403
22.466667,0.136300,0.052350,0.044390,-0.024867,0.590388,0.806022,-0.033949
22.500000,0.136420,0.052540,0.044480,-0.024755,0.585264,0.809741,-0.034250
22.533333,0.136480,0.052510,0.044560,-0.024398,0.584111,0.810600,-0.033859
22.566667,0.136530,0.052470,0.044700,-0.024359,0.581925,0.812166,-0.033996
22.600000,0.136560,0.052460,0.044890,-0.024286,0.578963,0.814276,-0.034157
22.633333,0.136550,0.052650,0.045280,-0.023931,0.575337,0.816860,-0.033977
22.666667,0.136480,0.052900,0.045470,-0.023867,0.573796,0.817943,-0.034022
22.700000,0.136420,0.053170,0.045680,-0.023521,0.571589,0.819509,-0.033723
22.733333,0.136380,0.053470,0.045990,-0.023164,0.568462,0.821701,-0.033483
22.766667,0.136440,0.053500,0.046160,-0.022210,0.566777,0.822940,-0.032249
22.800000,0.136530,0.053480,0.046360,-0.021245,0.564705,0.824436,-0.031017
22.833333,0.136600,0.053460,0.046520,-0.020314,0.562865,0.825762,-0.029803
22.866667,0.136690,0.053400,0.046680,-0.019674,0.560635,0.827320,-0.029032
22.900000,0.136800,0.053310,0.047060,-0.018082,0.556319,0.830334,-0.026989
22.933333,0.136850,0.053260,0.047300,-0.016848,0.554076,0.831911,-0.025296
22.966667,0.136900,0.053260,0.047610,-0.016229,0.551667,0.833546,-0.024522
23.000000,0.136920,0.053350,0.047930,-0.014991,0.548478,0.835719,-0.022842
23.033333,0.136920,0.053630,0.048500,-0.013422,0.543189,0.839247,-0.020738
23.066667,0.136920,0.053780,0.048710,-0.012496,0.539982,0.841359,-0.019470
23.100000,0.136930,0.053840,0.048840,-0.011877,0.537712,0.842839,-0.018617
23.133333,0.136970,0.053780,0.048930,-0.011270,0.534695,0.844782,-0.017807
23.166667,0.137060,0.053460,0.049030,-0.010037,0.529184,0.848295,-0.016089
23.200000,0.137130,0.053260,0.049080,-0.009133,0.526326,0.850106,-0.014751
23.233333,0.137190,0.053070,0.049140,-0.008238,0.523843,0.851670,-0.013394
23.266667,0.137250,0.052940,0.049240,-0.007335,0.521167,0.853338,-0.012010
23.300000,0.137320,0.052900,0.049340,-0.006153,0.518095,0.855241,-0.010157
23.333333,0.137330,0.052960,0.049460,-0.005259,0.515415,0.856880,-0.008743
23.366667,0.137330,0.053030,0.049580,-0.004376,0.512910,0.858400,-0.007324
23.400000,0.137310,0.053070,0.049720,-0.002614,0.507717,0.861508,-0.004436
23.433333,0.137270,0.052980,0.049730,-0.002030,0.505201,0.862992,-0.003468
23.466667,0.137240,0.052760,0.049690,-0.001737,0.502680,0.864466,-0.002988
23.500000,0.137270,0.052080,0.049490,-0.000866,0.498217,0.867050,-0.001507
23.533333,0.137290,0.051680,0.049350,-0.000288,0.496059,0.868289,-0.000505
23.566667,0.137340,0.051310,0.049230,0.000576,0.493521,0.869733,0.001015
23.600000,0.137380,0.051010,0.049120,0.001150,0.490979,0.871168,0.002040
23.633333,0.137420,0.050780,0.049040,0.001722,0.488434,0.872594,0.003076
23.666667,0.137460,0.050540,0.049030,0.003148,0.483101,0.875540,0.005705
23.700000,0.137430,0.050460,0.049060,0.003423,0.479803,0.877347,0.006259
23.733333,0.137400,0.050310,0.049070,0.003989,0.476396,0.879191,0.007361
23.766667,0.137280,0.049910,0.049120,0.004821,0.470284,0.882456,0.009047
23.800000,0.137160,0.049600,0.049180,0.004815,0.466846,0.884278,0.009121
23.833333,0.137040,0.049210,0.049340,0.005080,0.462305,0.886653,0.009742
23.866667,0.136870,0.048930,0.049580,0.005072,0.458226,0.888767,0.009838
23.900000,0.136680,0.048640,0.049960,0.004778,0.453143,0.891376,0.009399
23.933333,0.136500,0.048300,0.050390,0.004763,0.448312,0.893814,0.009496
23.966667,0.136180,0.048050,0.051410,0.003902,0.439329,0.898282,0.007979
24.000000,0.136090,0.048000,0.051830,0.003618,0.435811,0.900000,0.007471
24.033333,0.136000,0.048010,0.052240,0.003054,0.432566,0.901575,0.006365
24.066667,0.135940,0.048170,0.052560,0.002774,0.430022,0.902795,0.005824
24.100000,0.135880,0.048630,0.053090,0.001936,0.426421,0.904513,0.004106
24.133333,0.135870,0.048890,0.053350,0.001659,0.425145,0.905117,0.003531
24.166667,0.135870,0.049140,0.053600,0.001659,0.424217,0.905552,0.003542
24.200000,0.135870,0.049410,0.053890,0.001382,0.422938,0.906153,0.002961
24.233333,0.135900,0.049960,0.054480,0.001381,0.421950,0.906613,0.002967
24.266667,0.135900,0.050270,0.054760,0.001105,0.421950,0.906616,0.002373
24.300000,0.135920,0.050650,0.055060,0.001104,0.421310,0.906913,0.002377
24.333333,0.135940,0.050990,0.055310,0.001380,0.421311,0.906910,0.002971
24.366667,0.135970,0.051460,0.055560,0.001382,0.422298,0.906451,0.002966
24.400000,0.136120,0.052370,0.055990,0.002488,0.423583,0.905838,0.005321
24.433333,0.136210,0.052820,0.056170,0.003042,0.424864,0.905229,0.006482
24.466667,0.136320,0.053250,0.056320,0.003876,0.425859,0.904744,0.008235
24.500000,0.136420,0.053530,0.056450,0.004431,0.426502,0.904427,0.009396
24.533333,0.136500,0.053770,0.056570,0.004986,0.427784,0.903806,0.010535
24.566667,0.136620,0.054100,0.056720,0.005823,0.428782,0.903306,0.012268
24.600000,0.136660,0.054200,0.056730,0.006098,0.429708,0.902857,0.012812
24.633333,0.136680,0.054290,0.056720,0.006380,0.430063,0.902677,0.013392
24.666667,0.136710,0.054370,0.056680,0.006653,0.430352,0.902529,0.013953
24.700000,0.136750,0.054510,0.056540,0.006942,0.431059,0.902180,0.014529
24.733333,0.136780,0.054590,0.056450,0.006943,0.431694,0.901877,0.014505
24.766667,0.136820,0.054670,0.056330,0.006944,0.432330,0.901573,0.014482
24.800000,0.136870,0.054780,0.056220,0.007495,0.432622,0.901409,0.015617
24.833333,0.136910,0.054880,0.056120,0.007496,0.433255,0.901105,0.015591
24.866667,0.136970,0.054980,0.055990,0.008058,0.433618,0.900905,0.016742
24.900000,0.136990,0.055000,0.055950,0.008343,0.433976,0.900719,0.017315
24.933333,0.136990,0.055010,0.055920,0.008065,0.433971,0.900735,0.016739
24.966667,0.137000,0.055010,0.055890,0.008343,0.433976,0.900719,0.017315
25.000000,0.137030,0.055030,0.055820,0.008343,0.433976,0.900719,0.017315
25.033333,0.137070,0.055090,0.055760,0.008331,0.433905,0.900754,0.017294
25.066667,0.137120,0.055160,0.055670,0.008343,0.433976,0.900719,0.017315
25.100000,0.137160,0.055260,0.055570,0.008337,0.434257,0.900584,0.017290
25.133333,0.137200,0.055350,0.055450,0.008343,0.433976,0.900719,0.017315
25.166667,0.137270,0.055540,0.055220,0.008337,0.434257,0.900584,0.017290
25.200000,0.137270,0.055540,0.055220,0.008337,0.434257,0.900584,0.017290
25.233333,0.137340,0.055720,0.055070,0.008622,0.434616,0.900398,0.017863
25.266667,0.137380,0.055850,0.055030,0.008617,0.434896,0.900263,0.017837
25.300000,0.137450,0.056230,0.055010,0.008346,0.435243,0.900109,0.017259
25.333333,0.137480,0.056420,0.055040,0.008624,0.435249,0.900092,0.017834
25.366667,0.137510,0.056600,0.055070,0.008631,0.435602,0.899921,0.017830
25.400000,0.137530,0.056750,0.055110,0.008625,0.435882,0.899786,0.017805
25.433333,0.137560,0.056880,0.055160,0.008625,0.435882,0.899786,0.017805
25.466667,0.137580,0.056910,0.055170,0.008620,0.436161,0.899652,0.017780
25.500000,0.137590,0.056910,0.055170,0.008632,0.436236,0.899615,0.017801
25.533333,0.137600,0.056910,0.055180,0.008911,0.436241,0.899598,0.018375
25.566667,0.137610,0.056900,0.055210,0.008911,0.436241,0.899598,0.018375
25.600000,0.137610,0.056870,0.055280,0.008911,0.436241,0.899598,0.018375
25.633333,0.137570,0.056750,0.055640,0.009178,0.434627,0.900363,0.019013
25.666667,0.137520,0.056700,0.055840,0.009456,0.434633,0.900345,0.019588
25.700000,0.137450,0.056650,0.056030,0.009454,0.433999,0.900650,0.019620
25.733333,0.137390,0.056590,0.056190,0.009725,0.433653,0.900801,0.020200
25.766667,0.137300,0.056430,0.056380,0.010002,0.433660,0.900782,0.020776
25.800000,0.137270,0.056320,0.056440,0.010002,0.433660,0.900782,0.020776
25.833333,0.137250,0.056200,0.056480,0.010009,0.433378,0.900916,0.020806
25.866667,0.137230,0.056100,0.056520,0.010000,0.433026,0.901086,0.020810
25.900000,0.137210,0.055930,0.056590,0.010007,0.432744,0.901221,0.020840
25.933333,0.137200,0.055870,0.056640,0.009999,0.432391,0.901390,0.020844
25.966667,0.137180,0.055810,0.056700,0.009999,0.432391,0.901390,0.020844
26.000000,0.137160,0.055750,0.056770,0.009999,0.432391,0.901390,0.020844
26.033333,0.137140,0.055700,0.056850,0.009711,0.431399,0.901881,0.020302
26.066667,0.137120,0.055620,0.056970,0.009717,0.431115,0.902016,0.020332
26.100000,0.137110,0.055580,0.057020,0.009709,0.430764,0.902183,0.020335
26.133333,0.137100,0.055530,0.057050,0.009708,0.430128,0.902486,0.020368
26.166667,0.137090,0.055500,0.057070,0.009714,0.429844,0.902621,0.020398
26.200000,0.137080,0.055470,0.057110,0.009714,0.429844,0.902621,0.020398
26.233333,0.137080,0.055480,0.057150,0.009706,0.429493,0.902788,0.020401
26.266667,0.137090,0.055490,0.057190,0.009698,0.429142,0.902954,0.020405
26.300000,0.137100,0.055510,0.057240,0.009698,0.429142,0.902954,0.020405
26.333333,0.137110,0.055530,0.057290,0.009981,0.428863,0.903070,0.021017
26.366667,0.137110,0.055560,0.057340,0.009704,0.428857,0.903089,0.020435
26.400000,0.137110,0.055660,0.057470,0.009706,0.429493,0.902788,0.020401
26.433333,0.137110,0.055710,0.057540,0.009421,0.429136,0.902973,0.019823
26.466667,0.137110,0.055810,0.057650,0.009429,0.429486,0.902807,0.019820
26.500000,0.137110,0.055850,0.057700,0.009421,0.429136,0.902973,0.019823
26.533333,0.137110,0.055890,0.057740,0.009429,0.429486,0.902807,0.019820
26.566667,0.137110,0.055910,0.057760,0.009435,0.429201,0.902942,0.019848
26.600000,0.137110,0.055930,0.057770,0.009435,0.429201,0.902942,0.019848
26.633333,0.137110,0.055960,0.057790,0.009421,0.429136,0.902973,0.019823
26.666667,0.137110,0.055970,0.057790,0.009429,0.429486,0.902807,0.019820
26.700000,0.137120,0.055980,0.057800,0.009706,0.429493,0.902788,0.020401
26.733333,0.137120,0.055980,0.057810,0.009429,0.429486,0.902807,0.019820
26.766667,0.137130,0.055990,0.057830,0.009706,0.429493,0.902788,0.020401
26.800000,0.137150,0.056000,0.057870,0.009714,0.429844,0.902621,0.020398
26.833333,0.137150,0.056010,0.057900,0.009706,0.429493,0.902788,0.020401
26.866667,0.137150,0.056030,0.057920,0.009714,0.429844,0.902621,0.020398
26.900000,0.137140,0.056040,0.057960,0.009706,0.429493,0.902788,0.020401
26.933333,0.137130,0.056040,0.057970,0.009708,0.430128,0.902486,0.020368
26.966667,0.137130,0.056040,0.057980,0.009985,0.430135,0.902466,0.020949
27.000000,0.137120,0.056040,0.058000,0.009708,0.430128,0.902486,0.020368
27.033333,0.137120,0.056040,0.058020,0.009985,0.430135,0.902466,0.020949
27.066667,0.137120,0.056050,0.058070,0.009993,0.430486,0.902299,0.020945
27.100000,0.137120,0.056050,0.058070,0.009993,0.430486,0.902299,0.020945
27.133333,0.137110,0.056050,0.058130,0.009985,0.430135,0.902466,0.020949
27.166667,0.137110,0.056040,0.058150,0.010269,0.429857,0.902581,0.021561
27.200000,0.137100,0.056040,0.058170,0.009985,0.430135,0.902466,0.020949
27.233333,0.137100,0.056040,0.058210,0.009993,0.430486,0.902299,0.020945
27.266667,0.137100,0.056040,0.058230,0.009993,0.430486,0.902299,0.020945
27.300000,0.137100,0.056050,0.058250,0.009985,0.430135,0.902466,0.020949
27.333333,0.137110,0.056060,0.058260,0.010270,0.430493,0.902279,0.021526
27.366667,0.137110,0.056070,0.058260,0.009993,0.430486,0.902299,0.020945
27.400000,0.137110,0.056060,0.058260,0.009985,0.430135,0.902466,0.020949
27.433333,0.137110,0.056040,0.058240,0.009985,0.430135,0.902466,0.020949
27.466667,0.137120,0.056000,0.058200,0.009993,0.430486,0.902299,0.020945
27.500000,0.137130,0.055900,0.058120,0.009987,0.430770,0.902164,0.020915
27.533333,0.137150,0.055730,0.058010,0.010262,0.430142,0.902446,0.021530
27.566667,0.137180,0.055340,0.057710,0.010270,0.430493,0.902279,0.021526
27.600000,0.137200,0.055110,0.057530,0.010264,0.430777,0.902144,0.021495
27.633333,0.137210,0.054890,0.057350,0.010556,0.430852,0.902090,0.022102
27.666667,0.137210,0.054650,0.057160,0.010825,0.430507,0.902237,0.022687
27.700000,0.137210,0.054330,0.056910,0.010825,0.430507,0.902237,0.022687
27.733333,0.137160,0.053760,0.056450,0.011389,0.430874,0.902025,0.023843
27.766667,0.137150,0.053450,0.056240,0.011380,0.430522,0.902193,0.023848
27.800000,0.137140,0.053200,0.056070,0.011657,0.430530,0.902170,0.024428
27.833333,0.137120,0.052890,0.055860,0.011935,0.430538,0.902147,0.025008
27.866667,0.137120,0.052790,0.055790,0.012222,0.430898,0.901955,0.025583
27.900000,0.137110,0.052750,0.055730,0.012224,0.431533,0.901653,0.025542
27.933333,0.137100,0.052740,0.055690,0.011939,0.431808,0.901542,0.024927
27.966667,0.137110,0.052750,0.055600,0.012229,0.432803,0.901046,0.025459
28.000000,0.137110,0.052780,0.055560,0.011951,0.432795,0.901070,0.024882
28.033333,0.137130,0.052840,0.055520,0.011953,0.433429,0.900766,0.024842
28.066667,0.137140,0.052910,0.055450,0.011955,0.434063,0.900462,0.024802
28.100000,0.137160,0.053000,0.055370,0.011967,0.435049,0.899987,0.024757
28.133333,0.137200,0.053210,0.055190,0.011981,0.436669,0.899204,0.024672
28.166667,0.137210,0.053300,0.055080,0.011983,0.437301,0.898898,0.024632
28.200000,0.137220,0.053400,0.054950,0.011980,0.438842,0.898150,0.024518
28.233333,0.137230,0.053490,0.054830,0.011989,0.439196,0.897977,0.024513
28.266667,0.137260,0.053590,0.054690,0.011993,0.440458,0.897361,0.024435
28.300000,0.137320,0.053840,0.054330,0.012011,0.443331,0.895949,0.024273
28.333333,0.137370,0.053950,0.054130,0.012022,0.444316,0.895462,0.024230
28.366667,0.137420,0.054070,0.053900,0.012036,0.445929,0.894661,0.024147
28.400000,0.137460,0.054170,0.053670,0.012327,0.446922,0.894148,0.024663
28.433333,0.137540,0.054350,0.053210,0.012623,0.449167,0.893006,0.025096
28.466667,0.137540,0.054350,0.053210,0.012623,0.449167,0.893006,0.025096
28.500000,0.137610,0.054440,0.052820,0.012907,0.450425,0.892354,0.025570
28.533333,0.137620,0.054440,0.052650,0.012919,0.451410,0.891858,0.025524
28.566667,0.137630,0.054420,0.052530,0.012921,0.452034,0.891543,0.025483
28.600000,0.137640,0.054380,0.052400,0.012933,0.453019,0.891044,0.025438
28.633333,0.137630,0.054380,0.052370,0.012654,0.453635,0.890751,0.024847
28.666667,0.137630,0.054400,0.052350,0.012654,0.453635,0.890751,0.024847
28.700000,0.137640,0.054440,0.052320,0.012647,0.454520,0.890302,0.024773
28.733333,0.137650,0.054470,0.052290,0.012376,0.454874,0.890140,0.024219
28.766667,0.137660,0.054560,0.052230,0.012106,0.455852,0.889660,0.023627
28.800000,0.137670,0.054590,0.052210,0.012098,0.456112,0.889527,0.023594
28.833333,0.137670,0.054620,0.052200,0.011817,0.456106,0.889549,0.023047
28.866667,0.137680,0.054660,0.052200,0.012098,0.456112,0.889527,0.023594
28.900000,0.137680,0.054790,0.052220,0.011819,0.456727,0.889231,0.023010
28.933333,0.137660,0.054910,0.052240,0.011828,0.457089,0.889045,0.023005
28.966667,0.137620,0.055060,0.052260,0.011548,0.457704,0.888747,0.022423
29.000000,0.137490,0.055470,0.052240,0.010996,0.459295,0.887961,0.021260
29.033333,0.137440,0.055660,0.052200,0.011008,0.460897,0.887132,0.021188
29.066667,0.137400,0.055820,0.052160,0.010735,0.461874,0.886641,0.020608
29.100000,0.137380,0.056000,0.052140,0.010454,0.462487,0.886338,0.020035
29.133333,0.137380,0.056150,0.052140,0.010457,0.463723,0.885694,0.019972
29.166667,0.137370,0.056300,0.052160,0.010183,0.464699,0.885198,0.019398
29.200000,0.137350,0.056470,0.052200,0.009902,0.465311,0.884892,0.018830
29.233333,0.137320,0.056680,0.052260,0.009910,0.465676,0.884700,0.018826
29.266667,0.137170,0.057310,0.052350,0.009354,0.467879,0.883566,0.017664
29.300000,0.137170,0.057310,0.052350,0.009354,0.467879,0.883566,0.017664
29.333333,0.137120,0.057510,0.052370,0.008788,0.468486,0.883272,0.016569
29.366667,0.137040,0.057960,0.052360,0.008230,0.470685,0.882128,0.015425
29.400000,0.136990,0.058090,0.052270,0.007955,0.472885,0.880963,0.014820
29.433333,0.136960,0.058140,0.052200,0.007678,0.473861,0.880451,0.014265
29.466667,0.136910,0.058220,0.052120,0.007400,0.474836,0.879936,0.013713
29.500000,0.136860,0.058310,0.052050,0.007122,0.476422,0.879090,0.013141
29.533333,0.136730,0.058540,0.051930,0.006564,0.478980,0.877719,0.012028
29.566667,0.136660,0.058630,0.051840,0.006570,0.480565,0.876853,0.011988
29.600000,0.136590,0.058670,0.051730,0.006009,0.482513,0.875800,0.010907
29.633333,0.136500,0.058720,0.051450,0.006016,0.486508,0.873589,0.010802
29.666667,0.136440,0.058720,0.051290,0.005739,0.488452,0.872511,0.010251
29.700000,0.136400,0.058710,0.051140,0.006036,0.490401,0.871410,0.010725
29.733333,0.136360,0.058700,0.051010,0.006037,0.492197,0.870398,0.010675
29.766667,0.136320,0.058680,0.050900,0.005758,0.493539,0.869645,0.010146
29.800000,0.136250,0.058660,0.050690,0.005772,0.497046,0.867646,0.010076
29.833333,0.136180,0.058710,0.050620,0.005488,0.498607,0.866758,0.009540
29.866667,0.136110,0.058770,0.050550,0.005203,0.500167,0.865867,0.009008
29.900000,0.136040,0.058790,0.050440,0.004636,0.502475,0.864543,0.007977
29.933333,0.135890,0.058850,0.050230,0.004063,0.506171,0.862396,0.006922
29.966667,0.135850,0.058810,0.050100,0.003488,0.508682,0.860927,0.005903
30.000000,0.135800,0.058800,0.049980,0.003204,0.510400,0.859914,0.005399
30.033333,0.135750,0.058840,0.049900,0.002917,0.512324,0.858774,0.004890
30.066667,0.135720,0.058900,0.049850,0.002626,0.514650,0.857385,0.004374
30.100000,0.135660,0.059080,0.049820,0.002048,0.518480,0.855081,0.003378
30.133333,0.135640,0.059210,0.049840,0.002053,0.520196,0.854038,0.003370
30.166667,0.135600,0.059330,0.049860,0.001761,0.521726,0.853106,0.002879
30.200000,0.135550,0.059400,0.049850,0.001469,0.523635,0.851938,0.002390
30.233333,0.135500,0.059470,0.049830,0.001177,0.524969,0.851118,0.001908
30.266667,0.135430,0.059470,0.049680,0.000590,0.528777,0.848760,0.000947
30.300000,0.135410,0.059420,0.049570,0.000296,0.531058,0.847335,0.000472
30.333333,0.135410,0.059370,0.049480,0.000000,0.533139,0.846028,0.000000
30.366667,0.135400,0.059310,0.049390,-0.000296,0.535413,0.844590,-0.000468
30.400000,0.135380,0.059260,0.049300,-0.000892,0.539013,0.842296,-0.001395
30.433333,0.135350,0.059350,0.049300,-0.001488,0.540515,0.841330,-0.002316
30.466667,0.135310,0.059490,0.049290,-0.001490,0.542396,0.840118,-0.002308
30.500000,0.135270,0.059670,0.049320,-0.001790,0.543719,0.839261,-0.002764
30.533333,0.135150,0.060080,0.049410,-0.002390,0.545596,0.838037,-0.003672
30.566667,0.135100,0.060230,0.049430,-0.002693,0.546917,0.837172,-0.004122
30.600000,0.135050,0.060370,0.049450,-0.002994,0.547854,0.836556,-0.004571
30.633333,0.135000,0.060480,0.049440,-0.003595,0.548789,0.835935,-0.005475
30.666667,0.134950,0.060550,0.049410,-0.003896,0.549724,0.835316,-0.005921
30.700000,0.134930,0.060610,0.049390,-0.004202,0.551041,0.834443,-0.006362
30.733333,0.134890,0.060810,0.049370,-0.005108,0.552906,0.833192,-0.007697
30.766667,0.134890,0.060900,0.049380,-0.005412,0.553837,0.832568,-0.008135
30.800000,0.134890,0.061010,0.049420,-0.005716,0.554221,0.832305,-0.008584
30.833333,0.134870,0.061160,0.049460,-0.006321,0.555151,0.831672,-0.009470
30.866667,0.134810,0.061410,0.049500,-0.006932,0.556465,0.830778,-0.010349
30.900000,0.134750,0.061600,0.049510,-0.007238,0.557392,0.830148,-0.010779
30.933333,0.134680,0.061770,0.049480,-0.007850,0.558703,0.829249,-0.011652
30.966667,0.134540,0.062050,0.049400,-0.009081,0.561323,0.827439,-0.013385
31.000000,0.134490,0.062210,0.049390,-0.009698,0.562631,0.826528,-0.014246
31.033333,0.134450,0.062370,0.049370,-0.010005,0.564089,0.825524,-0.014642
31.066667,0.134410,0.062560,0.049350,-0.010624,0.565393,0.824608,-0.015495
31.100000,0.134390,0.062780,0.049340,-0.010644,0.567082,0.823448,-0.015456
31.133333,0.134350,0.063070,0.049370,-0.010954,0.567999,0.822803,-0.015868
31.166667,0.134230,0.063710,0.049450,-0.011889,0.569685,0.821598,-0.017146
31.200000,0.134230,0.063710,0.049450,-0.011889,0.569685,0.821598,-0.017146
31.233333,0.134140,0.064360,0.049510,-0.012520,0.571898,0.820033,-0.017952
31.266667,0.134120,0.064630,0.049520,-0.012831,0.572809,0.819383,-0.018355
31.300000,0.134070,0.065080,0.049500,-0.013772,0.574489,0.818161,-0.019614
31.333333,0.134050,0.065240,0.049460,-0.014085,0.575398,0.817507,-0.020012
31.366667,0.133990,0.065380,0.049390,-0.014727,0.576553,0.816661,-0.020860
31.400000,0.133940,0.065500,0.049320,-0.015357,0.577844,0.815715,-0.021679
31.433333,0.133900,0.065590,0.049260,-0.015968,0.578363,0.815312,-0.022510
31.466667,0.133860,0.065710,0.049160,-0.017226,0.580034,0.814051,-0.024176
31.500000,0.133850,0.065760,0.049120,-0.017556,0.580804,0.813483,-0.024589
31.533333,0.133830,0.065820,0.049070,-0.018177,0.582221,0.812432,-0.025364
31.566667,0.133800,0.065900,0.049020,-0.018493,0.583120,0.811767,-0.025744
31.600000,0.133770,0.065990,0.048960,-0.018518,0.583890,0.811213,-0.025727
31.633333,0.133740,0.066130,0.048850,-0.019180,0.585941,0.809693,-0.026505
31.666667,0.133740,0.066130,0.048850,-0.019180,0.585941,0.809693,-0.026505
31.700000,0.133720,0.066180,0.048800,-0.019511,0.587222,0.808745,-0.026872
31.733333,0.133700,0.066140,0.048720,-0.020457,0.589005,0.807383,-0.028042
31.766667,0.133630,0.066110,0.048610,-0.021113,0.590663,0.806127,-0.028814
31.800000,0.133600,0.066060,0.048540,-0.021760,0.591428,0.805519,-0.029637
31.833333,0.133570,0.066010,0.048460,-0.022404,0.592698,0.804539,-0.030412
31.866667,0.133530,0.065990,0.048360,-0.022744,0.593464,0.803949,-0.030811
31.900000,0.133460,0.065950,0.048190,-0.023697,0.595231,0.802570,-0.031951
31.933333,0.133420,0.065940,0.048110,-0.024054,0.596381,0.801689,-0.032335
31.966667,0.133390,0.065950,0.048050,-0.024376,0.597262,0.801009,-0.032691
32.000000,0.133340,0.065970,0.048000,-0.025025,0.598522,0.800016,-0.033450
32.033333,0.133250,0.066040,0.047900,-0.026021,0.600544,0.798419,-0.034594
32.066667,0.133230,0.066090,0.047850,-0.026032,0.601423,0.797760,-0.034530
32.100000,0.133230,0.066090,0.047850,-0.026032,0.601423,0.797760,-0.034530
32.133333,0.133180,0.066190,0.047760,-0.027054,0.603330,0.796232,-0.035704
32.166667,0.133120,0.066290,0.047680,-0.027709,0.604581,0.795227,-0.036447
32.200000,0.133070,0.066380,0.047650,-0.028058,0.605344,0.794616,-0.036831
32.233333,0.133010,0.066500,0.047620,-0.028383,0.606212,0.793926,-0.037172
32.266667,0.132960,0.066640,0.047610,-0.028691,0.606696,0.793529,-0.037526
32.300000,0.132900,0.066790,0.047590,-0.029380,0.607348,0.792965,-0.038359
32.333333,0.132850,0.066930,0.047580,-0.029687,0.607830,0.792567,-0.038710
32.366667,0.132800,0.067060,0.047560,-0.030354,0.608586,0.791923,-0.039498
32.400000,0.132700,0.067380,0.047500,-0.031643,0.609815,0.790848,-0.041036
32.433333,0.132680,0.067490,0.047480,-0.032017,0.610957,0.789932,-0.041396
32.466667,0.132670,0.067630,0.047470,-0.032373,0.611717,0.789310,-0.041771
32.500000,0.132660,0.067760,0.047450,-0.033016,0.612569,0.788583,-0.042502
32.533333,0.132630,0.068000,0.047430,-0.033406,0.614573,0.786991,-0.042778
32.566667,0.132610,0.068100,0.047420,-0.033764,0.615331,0.786363,-0.043148
32.600000,0.132600,0.068190,0.047410,-0.033797,0.616573,0.785393,-0.043051
32.633333,0.132580,0.068280,0.047390,-0.034147,0.617805,0.784392,-0.043354
32.666667,0.132580,0.068330,0.047310,-0.034231,0.619333,0.783187,-0.043288
32.700000,0.132570,0.068340,0.047250,-0.034540,0.619798,0.782786,-0.043622
32.733333,0.132560,0.068350,0.047170,-0.034582,0.620561,0.782181,-0.043589
32.766667,0.132560,0.068360,0.047110,-0.034594,0.621414,0.781508,-0.043506
32.800000,0.132560,0.068360,0.047020,-0.034679,0.622939,0.780293,-0.043439
32.833333,0.132550,0.068380,0.047000,-0.035009,0.623781,0.779588,-0.043754
32.866667,0.132550,0.068380,0.046970,-0.035042,0.625009,0.778608,-0.043654
32.900000,0.132540,0.068380,0.046940,-0.035064,0.625390,0.778302,-0.043637
32.933333,0.132520,0.068390,0.046880,-0.035416,0.626607,0.777290,-0.043932
32.966667,0.132470,0.068340,0.046650,-0.035855,0.629341,0.775045,-0.044156
33.000000,0.132420,0.068330,0.046530,-0.036230,0.630930,0.773719,-0.044429
33.033333,0.132380,0.068280,0.046370,-0.036628,0.632895,0.772079,-0.044683
33.066667,0.132370,0.068220,0.046240,-0.036715,0.634411,0.770834,-0.044611
33.100000,0.132380,0.068200,0.046110,-0.037093,0.635990,0.769498,-0.044879
33.133333,0.132410,0.068140,0.045840,-0.037267,0.640292,0.765931,-0.044580
33.166667,0.132410,0.068170,0.045740,-0.036694,0.642269,0.764354,-0.043668
33.200000,0.132390,0.068190,0.045630,-0.036421,0.643854,0.763061,-0.043164
33.233333,0.132350,0.068250,0.045490,-0.035883,0.646576,0.760834,-0.042224
33.266667,0.132350,0.068250,0.045490,-0.035883,0.646576,0.760834,-0.042224
33.300000,0.132330,0.068310,0.045420,-0.035901,0.648203,0.759457,-0.042063
33.333333,0.132370,0.068390,0.045300,-0.035718,0.650841,0.757234,-0.041557
33.366667,0.132380,0.068410,0.045280,-0.035410,0.651227,0.756938,-0.041158
33.400000,0.132400,0.068450,0.045220,-0.035472,0.652352,0.755969,-0.041106
33.433333,0.132440,0.068490,0.045110,-0.035540,0.654281,0.754304,-0.040974
33.466667,0.132460,0.068510,0.045080,-0.035218,0.655095,0.753637,-0.040516
33.500000,0.132460,0.068590,0.045050,-0.035279,0.656216,0.752661,-0.040464
